thread_id,customer_query,brand_resolution,intent,brand,turn_count
TH-90639,"ya latest update bummed my phone aye, update 11.1.2 is pure poo it’s never ran as slow and notifications stay on the screen and don’t go away.",Hi. We'd like to look into this. Let us know in DM what apps and functions you notice this happening with. [link],hardware_repair,AppleSupport,2
TH-90641,So my IPhone 6s was on 100% at 10:00am. It’s 10:37am. I’ve been listening Spotify. It’s gone from 100% to 15% in 37 minutes. Surely that’s not normal,"We can help out with battery life. Do you know what version of the iOS is on the device? If not, you can check under Settings &gt; General &gt; About &gt; Version.",general_inquiry,AppleSupport,2
TH-90643,My account is associated with a corporate iOS developer account.,"OK! Take a look here for a few reasons you may not be able to choose ""None:"" [link] For more help with this, please contact our iTunes Store team: [link]",account_access,AppleSupport,2
TH-90645,"I can't seem to use the payment option ""none"" on my account. Any suggestions as to how I can resolve this without entering payment details? [link]","We can get to the bottom of this together. To begin, do you have any active subscriptions or memberships?",billing_refund,AppleSupport,2
TH-90647,Hello! Do you guys know if it is possible to store the Photos app library in a NAS? I don’t need to sync iCloud. Thank you!,"Hey, we can get you pointed in the right direction for questions regarding Photos. Please reach out to our Photos experts using this link: [link] They'll help you out.",technical_issue,AppleSupport,2
TH-90649,"Hey can you let me know why my iPhone 6 (normally fit&amp;well, no previous issues) suddenly has battery issues, mic doesn't work, so can't make calls...I won't be upgrading if that's what you want 😂 but I've paid for the phone now so... solve this pls?😃🙌🏽","We can certainly work with you to sort this out. First, let's take a look into the battery life. So that we can gather some details, can you tell us the exact iOS version currently installed? Also, what sort of battery issues are you experiencing?",hardware_repair,AppleSupport,2
TH-90651,I️ updated my phone recently. The I️ thing never happened to me when it apparently happened to literally everyone else. And NOW it happens? Hurry with the next update,We'd love to help with this. DM us the exact version of the operating system you're using and which model of iPhone and we'll get started. [link],technical_issue,AppleSupport,2
TH-90653,Thanks for reply. I'm purchased music in iTunes Store.,Thanks. Our iTunes Store Support team would have the best information for you on that. You can contact them here: [link],general_inquiry,AppleSupport,2
TH-90654,"excuse me, I'm got a refund confirmation email but nothing happened. Do I have to do anythings?","Thanks for reaching out to us about your refund! To clarify, was this a refund for a purchase in the iTunes Store? Or was this a product purchase?",billing_refund,AppleSupport,2
TH-90657,my iPhone after last update is dying sooo quick is on the edge of ridiculousness.. 🤬,"Battery life is everything! Let's see how we can get yours back to being great. Is it iOS 11.1.2 that you have installed now? When you navigate to Settings &gt; Battery, do you see any alert at the top of this page regarding your battery?",technical_issue,AppleSupport,2
TH-90659,"Can you sort an update to put back the option to turn off auto-brightness, . Burning my battery and my retina.","That setting hasn't been removed. If you're using iOS 11, you can turn it off in Settings &gt; General &gt; Accessibility &gt; Display Accommodations.",hardware_repair,AppleSupport,2
TH-90661,new iOS turns bluetooth back on each time I power down and reboot my iPhone 6plus. Pretty annoying since turning it off helps battery life.,We're happy to help with your Bluetooth and Wi-Fi. With iOS 11 there were a few changes to how you can control your connections. Please check out [link] for details.,hardware_repair,AppleSupport,2
TH-90664,hello my iPhone is a couple of months old and has started randomly switching itself off. I’ve managed to turn it on using a power source but there’s 40% battery. Any advice?,Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you together. [link],hardware_repair,AppleSupport,2
TH-90666,"I'm trying to recover my Apple ID and when I do it says ""cannot verify account we apologise but we are unable to verify your account information online""",Being able to access your Apple ID is important. Reach out to the Apple ID team to help take a closer look here: [link],account_access,AppleSupport,2
TH-90668,why can’t I see notifications in my lock screen? Eg a text comes up as ‘text notification’ can’t see who it’s from and it’s starting to seriously annoy me 😟,We want you to be able to see your notifications properly. When did this start? Which iOS version are you running? Please reply in DM. [link],hardware_repair,AppleSupport,2
TH-90673,Here we go! Any ideas? [link],We're glad you were able to partially resolve your issue. Let's continue via DM. Reach out using the link below and let us know if you've restared your Mac since making these changes. [link],general_inquiry,AppleSupport,2
TH-90671,"kernel panic last night, today all my application icons are missing… Whats happened? [link]",We'd be happy to look into this with you. Could you tell us which version of macOS you're running? Do the icons for those apps look normal in the Applications folder?,technical_issue,AppleSupport,2
TH-90676,"Ok thats helpful, but my questions was, if there is a way to rename this automations. [link]","OK! Let's take a closer look at this. Please send us a DM, so we can gather a few more details. [link]",general_inquiry,AppleSupport,2
TH-90677,"Hey, is there a way, to Name a specific automation in the iPhone [link] Like „Christmas-Lights“.",Thank you for reaching out to us. We're happy to help. Take a look here for more information: [link],general_inquiry,AppleSupport,2
TH-90680,"#Apple #macOS users/geniuses HALP! 🍎 My computer won't work! I get the first screen of writing, then it tries to load, then the tiny writing in the top left hand corner, it repeats all this about 10 times, then the 🚫 symbol, then it shuts down 🤔😕 [link]",We'd like to help you with your Mac. Take a look at the steps and information here: [link] Let us know if you still need help.,hardware_repair,AppleSupport,2
TH-90683,"Beste , hoe zorg ik ervoor dat foto’s en filmpjes niet DIRECT in iCloud worden opgeslagen? Echt totaal idioot dat ik ze, twee minuten na het nemen, weer moet downloaden om ze aan iemand te versturen. Help, bitte!",We offer support via Twitter in English. Contact us for help in your preferred language here: [link],general_inquiry,AppleSupport,2
TH-90688,This is what I currently have.The free storage amount keeps changing?I have added no other apps or photos or videos. [link],We always want to help you get things working as they should. DM us and we'll continue there. [link],technical_issue,AppleSupport,2
TH-90690,HELP.Why does my iPhone 5 se not record long videos?I have 34mb free on my phone everything else is in the cloud except for running apps.34mb and it will only take 50sec video?RAGING!!! #iPhone #Help #iphoneproblems,"We'd be happy to look into what's causing you to not be able to take videos longer than 50 seconds. Are you able to take multiple videos that cut off at 50 seconds, or do you have to delete one to record another?",technical_issue,AppleSupport,2
TH-90693,"11.1.2 and I’d say 50% of the time I open any App it crashes, battery life has significantly dropped and phone randomly resets. None of which were issues before update.","We appreciate you sharing these details with us. Do you know if all the apps are currently up-to-date on the iPhone? We ask as this can affect the performance. Also, when you say the iPhone resets, does it just restart or is it resetting your data?",hardware_repair,AppleSupport,2
TH-90695,"All of the apps are up to date, so that isn’t the reason. It restarts, not resets data.",Does the iPhone show an Apple logo when it restarts or does it show a spinning gear icon? Let us know in DM. We’ll continue working with you there. [link],technical_issue,AppleSupport,2
TH-90697,I have a similar issue to this.,We'd like to help out with that. When did you first notice this? Did you notice it before the upgrade to iOS 11? Let us know in DM. [link],general_inquiry,AppleSupport,2
TH-90700,"So I accidentally did the new update,cause it kept popping up on my screen,n now battery is at 39% after charging all night n went down to 30% in literally 15seconds of use..... WTF?!",We certainly understand how important a good battery life is. We'd be happy to look into this further with you. Which device are we working with? Shoot us a DM and let us know. [link],hardware_repair,AppleSupport,2
TH-90702,"Updating the phone using iTunes is the only option left. The network is fine, why can't i do it directly on the phone..It always used to do before..",Are you receiving any specific error messages when trying to download the update on your iPhone over Wi-Fi?,general_inquiry,AppleSupport,2
TH-90705,"Yes, it circles for around a minute and then it gives ""An error occurred while checking for software update""...","Thanks. Were you able to work through the steps in that article? If so, do you receive the same error message when you test with another network?",technical_issue,AppleSupport,2
TH-90707,It’s still the same with other networks,And you aren't getting a specific error message? DM us and we'll do all we can to get you going. [link],general_inquiry,AppleSupport,2
TH-87093,"Hello, I have iPhone 6+..the version on this device is 11.0.1(15A402) ...whenever I try to check for software update, it gives this ""An error occurred while checking for software update"" 3gb free space on device with a good wifi connection..",Hello. We'd love to assist you with getting the software update completed. Let us know if this helps: [link],technical_issue,AppleSupport,2
TH-90710,"I am having big time issues with Safari, using latest Mac OS High Sierra, automatically some new window keep popping up Mac Safekeeper and other ads I have tried various ad blocker but it doesn't work. please solve this issue. using MBP 2016 touchpad version.",Thanks for reaching out. We know how that could become bothersome while you are trying to research. You will find great guidance and assistance in this support article here: [link] DM us if the issue remains. [link],general_inquiry,AppleSupport,2
TH-90712,"can’t you just make good phones with good updates please, that google phone is starting to look good, as my 7 won’t turn on",That is not a good feeling when your phone won’t power on. Let’s see what we can do to get it working. Meet us in DM and we will take it from there. [link],technical_issue,AppleSupport,2
TH-90714,82% dropped to 37% in just fifteen minutes.,Having reliable battery life is important! Let us help you with your iPhone. You’ll want to start by making the recommended changes listed here: [link] DM us if you’re still having issues after testing out the changes. [link],general_inquiry,AppleSupport,2
TH-90719,and the fix has been locking my screen when idle for just 3/4 minutes. annoying to put password repetitively. 😬 [link],"Let's take a look at what's going on with your password together. First, we need to check some of your settings. When you go to System Preferences &gt; Security &amp; Privacy &gt; General, when is the password required? Let us know in DM and we'll get started. [link]",account_access,AppleSupport,2
TH-90721,yep i've done that loads of time but it won't work,Got it. DM us and tell us when you first noticed this issue and we'll continue there. [link],general_inquiry,AppleSupport,2
TH-90723,hello please help my messages app won't work it hasn't for a while when i click to open a message the app closes,We can help. Are you able to force close all of your apps? This might help: [link] Once that is done please try the Messages app again.,technical_issue,AppleSupport,2
TH-90725,"Yo,, on my 45 minute commute, I’ve checked my emails (maybe twice), read an article and listened to some Spotify. My battery has dropped from 100% to 65%, what gives? Is it because my phone’s just out of warranty and you want me to spend my hard earned cash on a new one?",This definitely isn't the experience we want you to have with your iPhone. Let's see what we can do to get it resolved. Which version of iOS are you using? You can find that in Settings &gt; General &gt; About.,hardware_repair,AppleSupport,2
TH-90727,how do I cancel my Apple music trial there is no option to?,"Check out this article, it will provide the steps to cancel a subscription: [link]",technical_issue,AppleSupport,2
TH-90756,My phone’s rebooting every 2 mins,"Thanks for reaching out to us for support! Let's give the steps in this article a shot, they should resolve it for you: [link] [link]",general_inquiry,AppleSupport,2
TH-90868,OK. So why whenever I close my Macbook or let my screen sleep I have to power it off and on to make it work? Shouldn't have upgraded.,We would like to try a couple of different troubleshooting steps regarding your Mac. There’s a few settings that we can help reset that may clear up your issue. First would be an SMC reset: [link] Second would be a NVRAM reset: [link],hardware_repair,AppleSupport,2
TH-90871,I stupidly upgraded my Mac to High Sierra this week. Ever since it's been slow and unresponsive! It's rubbish. Never had a problem with it before. Last time I upgrade early.,"We're here for you, and want assist with the unresponsiveness issues on the Mac. Can you see if the steps in this article help? [link]",general_inquiry,AppleSupport,2
TH-90933,Thanks for the reply. Followed these steps earlier today based on a users post on internet. Glad to see an official Apple support page response too. Thanks.,We’re happy to hear the situation was resolved. Please message us back if you’ve got any other questions in the future. We're online every day from 5am-8pm PST.,technical_issue,AppleSupport,2
TH-90934,"Hey , very concerning that both my iPhone 5s iPhones started a restart cycle every minute with spinning gear at midnight Dec 2, 2017 after no changes in software for several days. Is this a poison pill to get me to upgrade for Christmas? #FixIOS11",We understand your concern and we want to help you. Let's back up your device and follow the steps that we offer on our article here: [link] This article will walk you through backing up your device: [link],technical_issue,AppleSupport,2
TH-90990,"hello, my iPhone 7 keeps crashing? Help",We're here to help you. Let's follow the steps in this article: [link] Before updating we recommend creating a backup of your device. If you continue to have issues DM us and we'll look into things a bit closer there. [link],technical_issue,AppleSupport,2
TH-91912,hi first iOS 11 has been updated after the phone started to shake it up even though my phone is 3 months old I am starting to feel uncomfortable in this situation all the problems started to happen after updating.,"Thanks for reaching us here. We'd like to get some details about what's happening with your iPhone. Have you had a chance to install the latest iOS 11 version, 11.1.2? You can check in Settings &gt; General &gt; About. Please DM us. [link]",technical_issue,AppleSupport,2
TH-91914,fix your shit. The iOS11 update has more bugs than a roach motel 😒,Thanks for reaching out. We can definitely look into any issues you're experiencing. Send us a DM and let us know which device and specific iOS version you're running currently. We'll go from there. [link],technical_issue,AppleSupport,2
TH-92523,11.1.2. iPhone 6 (upgrade is coming),Thanks. Let's look into that further. Send us a DM and we'll go from there. [link],general_inquiry,AppleSupport,2
TH-92524,location services are glitching on Apple maps and google maps. Restarted iPhone and still can’t find me. Anybody else having these issues?,We're glad to help. What version of iOS are you running? Find that in Settings &gt; General &gt; About. Once we have that we'll move forward from there.,technical_issue,AppleSupport,2
TH-92527,been trying to get help on the website for hours. No response and nobody free to chat to. I can't update my phone and I think it has a virus. Any help?,We received your DM and we're happy to follow up with you there shortly. We look forward to helping you get that iPhone updated and addressing any other concerns you may have. [link],technical_issue,AppleSupport,2
TH-92529,this is what the new iOS 11 update does. You’ve ruined my phone with the new update. I am certain I am not the only one who feels this way. [link],We'd be happy to look into this with you more in detail. Let us know in DM the issue's you're experiencing and the iOS device you're using and we'll continue from there. [link],technical_issue,AppleSupport,2
TH-92531,Why are you not warning customers about the elaborate scam I just experienced yesterday?!?,Did you receive a phishing email? We can help with that! Tell us more about what you experienced please.,general_inquiry,AppleSupport,2
TH-92533,Absolute shock the iPhone 8 &amp; X come out and my 7 starts shutting down on 30% battery you are dirty eyed boys,We certainly understand wanting to have your battery life last as long as expected and we'll be happy to help. Reach out to us in DM &amp; let us know which iOS version is installed as well as some more info about the iPhone unexpectedly shutting down. We're happy to help!,hardware_repair,AppleSupport,2
TH-92535,Apple Music?? That way I've lost a lot of unnecessary money and I still can't listen to albums and single offline or most of the time even with WIFI because it keeps telling me I need an Apple Music plan for my ITUNES music?? please help,We'd like to see what's going on with your music you purchase. DM us and let us know which device you are purchasing the music on and if you have iCloud Music Library enabled. We'll get started there. [link],billing_refund,AppleSupport,2
TH-92538,Does this charger come with a warranty? Thank you and have a terrific day. [link],We would like to help you look into all of your service options. Please meet us in DM and we can take a closer look. [link],hardware_repair,AppleSupport,2
TH-92540,I just came back from Apple Reseller for a dying iPhone speaker. They asked for my password in front of every other customers (the phone was as the back of the store). Is it the normal procedure??? I refused.,"We'd like to take a look at this with you. Reach out to us via DM and let us know which country you're in, and the location that you visited. Then we can go from there. [link]",account_access,AppleSupport,2
TH-92543,"Since downloading the latest iOS update, watching the battery life on my iPhone 6s Plus go from 100% to 88% in under 1 minute is not a joyous moment 😡",We know how vital the battery is. We want to look into this further with you. Were you using a specific app when this occurred? Please DM us. [link],hardware_repair,AppleSupport,2
TH-92545,Dear fix this Fucking auto correct 😐 I’m tired I’m typing “it” and “it” changes to “I.T” 😤‼️please rt ‼️,We'd like to dig into this further with you. DM us the version of iOS you're running and we'll continue from there. [link],general_inquiry,AppleSupport,2
TH-92547,"Is it just me or do others experience problems with people hearing you when calling on your iPhone?! Or maybe we’re not supposed to speak on phones anymore!! Mine’s a new 7, so not impressed 😡",We know how important it is for you to be heard when you’re making calls. Let’s look into what’s happening on your new iPhone 7 together. Send us a DM with the results after following these steps: [link] [link],general_inquiry,AppleSupport,2
TH-92549,"Señores el nuevo #iOS me tiene el celular completamente lento: no puedo tener dos apps abiertas porque inmediatamente la pantalla se congela, para cuando actualización?",We offer support via Twitter in English. Get help in Spanish here: [link] or join [link],technical_issue,AppleSupport,2
TH-92552,when will the A ? Box crap go away so that id use the I’d honestly,We’d like to help you get your keyboard working properly. Which iOS version are you running? You can check under Settings &gt; General &gt; About. Please respond in DM. [link],general_inquiry,AppleSupport,2
TH-92557,"I did an icloud backup two days ago, i’ll update my software","Let us know when that's done, and if the issue persists Direct Message us. [link]",technical_issue,AppleSupport,2
TH-92555,why is my battery dying twice as fast on my brand new iphone x than it did on my year old iphone 7+ ?? like seriously the battery is draining super quick,We'd love to help you improve battery life. Do you know what version of the iOS is on the device?,hardware_repair,AppleSupport,2
TH-92621,"My iPad says the software up to date, but I can't find the new emojis. Can you help please?","We want you to enjoy those emojis, so let us help you sort this out. Follow the steps here to get those working: [link] DM us if you run into any trouble: [link]",general_inquiry,AppleSupport,2
TH-92623,iOS 11.1.2 😐,Let us know what country you're in via DM and we'll continue from there: [link],technical_issue,AppleSupport,2
TH-92625,my battery life when i first got my 7+ lasted two days without charging it. now this shit barely makes it past 3pm. this is not okay!!!,We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,hardware_repair,AppleSupport,2
TH-92627,1 dia e meio no chat com o com chuva de textão A TOA,"Since our Twitter support is available in English, get help at [link] or join [link]",general_inquiry,AppleSupport,2
TH-92630,the fix isn't available for my machine ! [link],We understand the importance of your Mac's security. Let's look into this together in DM. Send us a message and we will follow up there. [link],general_inquiry,AppleSupport,2
TH-92632,"iPhone X, 11.1.2","Thanks for sharing that with us, can you confirm in a Direct Message if you delete all the previous alarms and create a new one if it works 5 minutes into the future. [link]",general_inquiry,AppleSupport,2
TH-92633,My alarms have been going off silently the last few days. Have yet to figure out why.,"We'd be happy to help you with this. Can you tell us which model iPhone, and iOS version you are currently using please?",general_inquiry,AppleSupport,2
TH-92642,when’s the next update ? Since the last one my phones slower than a slug 🐌!!!,"Hey. We're here to help you. Just to confirm, you're running iOS 11.1.2, is that correct? Let us know in DM and we'll look into your issue. [link]",technical_issue,AppleSupport,2
TH-92644,Does Apple Pay work via text as yet?,Thanks for reaching out. This feature is coming this fall. More information about this here: [link],technical_issue,AppleSupport,2
TH-92646,anything I can do about this? [link],Always happy to help. This might be helpful in getting that case in order there: [link],general_inquiry,AppleSupport,2
TH-92648,I thought y’all were the best? Why my phone tripping?,We're here to assist. Let us know in DM the device you're using and the issues you're experiencing. [link],general_inquiry,AppleSupport,2
TH-92650,"Since the last 2 updates my #128GBiPhone7 has #slowed to a crawl (15 seconds) unlocking &amp; opening apps, mail etc. Something, somewhere has changed. And I don’t like it one bit.",We'd like to take a closer look at what's happening. Please DM us your current iOS version and country. [link],technical_issue,AppleSupport,2
TH-92652,"disappointed with what’s happening to my iPhone 6. It’s freezing, can’t type, doing things on its own, having to restart every damn minute. I’m over it, please fix this issue! It must be that update bc my phone was fine a few weeks ago!",We'd be happy to assist with your iPhone today. Send us a DM to get started. [link],technical_issue,AppleSupport,2
TH-92654,let’s go back to iOS 10. One more battery drain from iOS 11 for no reason will push me to competitors. I’m tired of this garbage. You’re losing your luster.,We'd be happy to look into this issue with you more in detail. Let us know in DM the iOS device you're using and the exact version of iOS. [link],hardware_repair,AppleSupport,2
TH-92656,Always wait. I stupidly didn't. Same problem. [link],We're here to help. Click here to meet us in DM and we'll do everything that we can to get this sorted with your battery life. [link],general_inquiry,AppleSupport,2
TH-92658,"can you please tell me how you transfer for example, videos from PC to my iPhone. I have tried various ways but none have worked. Movies/ Videos bar appears blank in iTunes..",We'd be happy to help. Which version of iTunes are you running? What is happening when you try to sync them to your iPhone?,technical_issue,AppleSupport,2
TH-92661,My 6-year-old 6th gen iPod nano is at riskkkkkkk 😢 Can I trade in? [link],"That’s a great question. We do offer a recycling program. Here is a link that will tell you more about that: [link] Also, we can go through a few steps to see if we can help get your current iPod working again if you would like.",general_inquiry,AppleSupport,2
TH-92663,thanks. I read the document &amp; as it is a 3-series watch I’ve checked the settings as instructed - they were set correctly Do I need to go through the recalibration process as per a 1-series watch? Why doesn’t Health app just point to same XML field as Activity app?,Thank you for those details. Have you restarted both your iPhone and your Apple Watch since noticing this? DM us and let us know. [link],technical_issue,AppleSupport,2
TH-92664,Hi Pls can you explain the 8-10% discrepancy with the steps recorded daily on my AppleWatch and those logged on AppleHealth app? (See pic for just 1 example) This error is affecting my member benefits. Thanks [link],We're here for you. Try the steps in this article and let us know if the issue continues: [link],technical_issue,AppleSupport,2
TH-92668,Yeah it was actually a normal software update that’s done now. Just frustrating as it was at midday!,"Thank you for letting us know. If you'd like to leave feedback about this, please do so here: [link]",technical_issue,AppleSupport,2
TH-92669,"Mac wouldn’t wake from sleep today, had to force reboot, now it’s doing this. If this is how emergency security patches are installed, it’s not very friendly. [link]",We understand how this would be disruptive when you need to use your Mac. Has the update completed? Are you able to use your Mac? [link],account_access,AppleSupport,2
TH-92674,"my iphone6 spent about 2 hours in close proximity with an iphoneX and now its almost completely broken... cant open snapchat, microphone and camera dont work, keeps closing out of apps..... ....... i see u, ur not fooling me",We'd be happy to look into this with you. Can you tell us which version of software you're using?,hardware_repair,AppleSupport,2
TH-92676,"Huh, iPhone X, a phone that doesn’t support landscape home screen, attempting a landscape home screen! #uxdesign #apple #iphoneX #ux #iphone [link]",We'd like to look into this. DM us and tell us which version of iOS you're running. Find that under Settings &gt; General &gt; About. [link],hardware_repair,AppleSupport,2
TH-92678,Thanks a lot. I have a 7 and OS 11.1.2. I managed to shut it off by holding the sleep and both volume buttons and it restarted that way. I wasn’t aware of that method before then. Still confused about the glitch though.,"Perfect. That's what our next suggestion was going to be. Glad you figured that out, and got back into your iPhone 7. Do you recall which app the notification belonged to? We'd like to see if we can prevent this from happening again.",general_inquiry,AppleSupport,2
TH-92681,I’m glad I figured it out too. There’s only so many buttons on an iPhone. 😅 It was my Message app.,"For sure. Do you recall if there were several notifications crowding the lock screen, or just a few message notifications? Meet us in DM so we can provide guidance on trying to prevent this from recurring. [link]",technical_issue,AppleSupport,2
TH-92679,I’ve been locked outta my phone for a while due to a glitch on my screen that enabled me from removing a notification alert at the top of my screen further enabling me from powering off because the power off feature was beneath the notification I couldn’t remove. 🙄,"We're here to help out and make sure that you're able to access your iPhone! Which type of iPhone do you have and, if you know, which version of the iOS is currently installed?",account_access,AppleSupport,2
TH-92684,iOS 11.1.2 but it’s been an issue for quite a while now...maybe since the last version of iOS 10.x. All of other Apple products work as expected. I can manually open Safari and navigate to [link] and that will work most of the time.,Okay. Join us in DM so we may better assist you: [link],technical_issue,AppleSupport,2
TH-92685,Good morning! My iPhone has been unable to join a “captive Wi-Fi network” like you find in many public coffee shops. Can you help?,We're happy to help get this Wi-Fi issue taken care of. Can you tell us which iOS version you are currently using please?,general_inquiry,AppleSupport,2
TH-92688,"Is this incomplete display rendering related? Bogus Guest user won’t accept any password I use on this box. Even after ‘sudo passwd Guest’. Who is this fake “Guest” and why can’t I make it go away, ? [link]","Thanks for reaching out. We'd like to look into this with you. If you restart the machine, does the account remain? What is your macOS version? Please join us in DM. [link]",account_access,AppleSupport,2
TH-92697,"Every time I look away from my phone and look back it drops like 8 percent, figure this battery thing the fuck out","Thanks for reaching out about this behavior. Let’s team up to get this addressed. To clarify, approximately how long have you been facing this behavior? Which iPhone are you using? Does this happen while using any particular app or feature?",hardware_repair,AppleSupport,2
TH-92699,": when a purchase to gift at a later day is made , will the charges take place at the moment of the purchase or on the delivery date ?","Great question. On any purchase, you are charged at the time of the transaction. Get in touch with our Sales team if you have any further questions: [link]",order_shipping,AppleSupport,2
TH-92701,Thanks for getting back to me. Confirmed IOS up to date (11.1.2). This does persist after rebooting.,Have you tried disconnecting and reconnecting? This article explains further: [link],technical_issue,AppleSupport,2
TH-92704,"Yes. I think the problem rests with the keyboard. I believe this one is slightly defective as the ‘pins’ do not line up exactly, which leads to disconnection.",OK. Let's continue the conversation in DM. Which country are you located in? [link],general_inquiry,AppleSupport,2
TH-92702,my keyboard for my new iPad pro isn’t working. I often have to take these two apart to re-engage. Assuming that’s not how it is supposed to work!? Please help thanks [link],Let's help get your Smart Keyboard functioning as expected. What's the version of iOS installed on the iPad Pro? Does the issue persist after rebooting the iPad Pro as well?,general_inquiry,AppleSupport,2
TH-92707,"Since installing iOS11, Pages will not open on iPhone - any suggestions please.","Thank you for reaching out to us. That is not at all expected behavior. Let's work together to get this resolved. Just so we're clear, can you describe what happens when you try to open Pages? Any errors or specific behavior?",technical_issue,AppleSupport,2
TH-92710,It’s been occurring for about a week and I just updated my to IOS 11 today to try to fix it and tried resetting my settings but nothing worked,"Thanks for the information. We'd like to confirm we have all the specific details we need. Please meet us in DM, so we can further assist: [link]",technical_issue,AppleSupport,2
TH-92711,I tried everything and my phone alarms won’t go off no matter what I do help me I’m a tired College student,"Hi. Getting your notifications is very important and we'll do everything can to help. To start, how long has this been occurring? Have their been any recent changes to your device?",general_inquiry,AppleSupport,2
TH-92715,Why does my iPhone randomly capitalise letters? #iOS,"We'd love the chance to look into this with you. Which iOS version are you using on your iPhone? Also, could you give us an example of when you're seeing letters being capitalized?",technical_issue,AppleSupport,2
TH-92717,The latest iOS update and its plug in with the official cable and plug but it doesn’t show the percentage go up until I reboot my phone and it changes,"Got it. Check out the steps in this link [link] under 'If your device charges slowly or won’t charge', and let us know the result in DM: [link]",technical_issue,AppleSupport,2
TH-92718,I just bought a new iPhone 8 Plus and the charging seems to be really slow,Congratulations on your new iPhone 8 Plus! We want to be sure everything is working as expected for you. How long does it take to charge your new iPhone? Are you using the charger that came with it? Which iOS version are you running in Settings &gt; General &gt; About?,general_inquiry,AppleSupport,2
TH-92721,HEY FIX THE DANG BATTERY PROBLEM ON THE IPHONE 7S!!!!,Thanks for reaching out again! We'd love to continue working with you on your iPhone's battery. Join us back in DM and we'll start up where we left off. [link],hardware_repair,AppleSupport,2
TH-92724,Is there a way to have Siri insert punctuation automatically when dictating a text message?,Hi. Let's look into that. What device are you using?,general_inquiry,AppleSupport,2
TH-92727,my MBP screen goes completely black out of nowhere. I can see it shows some glitter right before going off. Quite strange. Recently upgraded to High Sierra and got the root security fix this morning.,We're glad you took the time to reach out to us. We want to be sure you can use your MacBook Pro without any display issues. It sounds like we will need to reset the NVRAM. You can follow the steps outlined here: [link] Let us know how it goes.,account_access,AppleSupport,2
TH-92730,i recently switched from 3 mobile to EE and redeemed the 6 months free Apple Music but I got charged £9.99 today.,This is something our iTunes billing team can review with you in more detail today. Please reach out here for the best assistance: [link],billing_refund,AppleSupport,2
TH-92732,"Dear / - I am beginning to #hate my #iPhone6plus. It lags, it forgets, it refuses to adapt to the new #iOS. You told me you’re “working on a solution”, I don’t believe you. This is like “constructive eviction” - conditions are so bad, I’m being forced out.","Hey, we'd like to continue looking into this with you. Please DM us with the exact iOS version currently installed and we'll work together from there. [link]",technical_issue,AppleSupport,2
TH-92735,Why is it my Cloud Account has deleted items I had Not Moved into the Trash? Policy Violations by Illegitimate Assumed Power... [link],That’s not what we’d like to hear. Can you start by letting us know more about what has happened in DM? We’d like to confirm what files were lost as well as the free available space on your iCloud account. You can follow the steps here: [link] [link],account_access,AppleSupport,2
TH-92739,I am from India and I want to order the iPhone X from Dubai? Is that possible from your Apple store? Can I make that happen?,We’d like to help with your iPhone X order! We know how important being able to customize your order and pickup options are. In order to get started reach out to us here: [link],order_shipping,AppleSupport,2
TH-92741,- security patch installed automatically on Mac this morning and now NO user password works. Mac is locked. Need help ASAP,"We'd love to help with this. Are you able to get into the Guest user? Let us know in DM, and we'll team up to see what's going on. [link]",account_access,AppleSupport,2
TH-92743,i dont get the text overlaps ios 11.1.2 [link],We can take help out! Does this seem to persist after rebooting the iPhone?,technical_issue,AppleSupport,2
TH-92745,"após a atualização do IOS para a versão 11, a bateria do meu telefone não dura nada!","Since our Twitter support is available in English, get help at [link] or join [link]",technical_issue,AppleSupport,2
TH-92747,Thank you!!,"You're welcome, thanks!",general_inquiry,AppleSupport,2
TH-92748,"sometimes I get these emails that are full of dates, times, and things to do that I wish I could just take a screenshot of it and attach in my calendar. Is this a possibility?",We can assist you. The following guide provides instructions on how you can include attachments in Calendar events: [link],hardware_repair,AppleSupport,2
TH-92751,"hey , where is my iPhoneX? I'm waiting for a long time, really considering, cancel the order, sell my appleWatch and buy an Android terminal.","Thanks for reaching out! We know how eager you are to get your new iPhone X, we’d be excited as well! We’d like to get you pointed in the right direction for assistance. Did you order the iPhone from our Online Store or from your carrier?",order_shipping,AppleSupport,2
TH-92753,THIS iOS is the worst iOS in history. My phone has never been the same. Everything is slow. ITunes podcasts is just non responsive 70% of the time. Straight up garbage,Thanks for contacting us. This is certainly not an experience we want you to have. Let's meet in DM. We'd be happy to help. [link],technical_issue,AppleSupport,2
TH-92755,"Trying to load an email. My #iPhone6S never did anything like this before the newest phone was released. Why is it every time that a new model comes out my phone turns to junk, which “mysteriously” is cured after I upgrade? [link]","We're happy to help. To start, what version of iOS are you currently running? Find that in Settings &gt; General &gt; About.",general_inquiry,AppleSupport,2
TH-92757,it happened again.... [link],"Thanks for reaching out. We'd like to look into this with you. Please DM us your current iOS version, and we'll get started. [link]",technical_issue,AppleSupport,2
TH-92762,How do you activate the emergency sos with the X because hitting the power button continuously just brush up my Apple Pay,Thanks for reaching out to us. We'd be happy to help. This article shows how to activate an emergency call on your iPhone X: [link],technical_issue,AppleSupport,2
TH-92764,No app updates. And I will test with comparison to Apple Music app shortly,Sounds like a plan. Let us know the result.,technical_issue,AppleSupport,2
